,cosine_to_orig,embeddings_rank,from_clipping,from_original_token,from_split,norms_seen,spellcheck_rank,in_lexicon,length,same_order,orig_norms_seen,orig_in_lexicon,orig_same_order,orig_length,correct,raw_tok_index
outsize,0.26528820395469666,,1.0,,,,,1.0,7,1.0,69.0,1.0,1.0,3.0,,0_2
outsize's,,,1.0,,,,,1.0,9,1.0,69.0,1.0,1.0,3.0,,0_2
outsizes,,,1.0,,,,,1.0,8,1.0,69.0,1.0,1.0,3.0,,0_2
outskirt,0.2567848265171051,,1.0,,,,,1.0,8,1.0,69.0,1.0,1.0,3.0,,0_2
outskirt's,,,1.0,,,,,1.0,10,1.0,69.0,1.0,1.0,3.0,,0_2
outskirts,0.30352333188056946,,1.0,,,,,1.0,9,1.0,69.0,1.0,1.0,3.0,,0_2
outsmart,0.22256609797477722,,1.0,,,,,1.0,8,1.0,69.0,1.0,1.0,3.0,,0_2
outsmarted,0.25189563632011414,,1.0,,,,,1.0,10,1.0,69.0,1.0,1.0,3.0,,0_2
outsmarting,0.26396527886390686,,1.0,,,,,1.0,11,1.0,69.0,1.0,1.0,3.0,,0_2
outsmarts,0.22144639492034912,,1.0,,,,,1.0,9,1.0,69.0,1.0,1.0,3.0,,0_2
outsold,0.25016042590141296,,1.0,,,,,1.0,7,1.0,69.0,1.0,1.0,3.0,,0_2
outsource,0.252410888671875,,1.0,,,,,1.0,9,1.0,69.0,1.0,1.0,3.0,,0_2
outsourced,0.21363840997219086,,1.0,,,,,1.0,10,1.0,69.0,1.0,1.0,3.0,,0_2
outsources,0.20819436013698578,,1.0,,,,,1.0,10,1.0,69.0,1.0,1.0,3.0,,0_2
outsourcing,0.21990524232387543,,1.0,,,,,1.0,11,1.0,69.0,1.0,1.0,3.0,,0_2
outsourcing's,,,1.0,,,,,1.0,13,1.0,69.0,1.0,1.0,3.0,,0_2
outspoken,0.29065555334091187,,1.0,,,,,1.0,9,1.0,69.0,1.0,1.0,3.0,,0_2
outspokenly,0.32623884081840515,,1.0,,,,,1.0,11,1.0,69.0,1.0,1.0,3.0,,0_2
outspokenness,0.3278850018978119,,1.0,,,,,1.0,13,1.0,69.0,1.0,1.0,3.0,,0_2
outspokenness's,,,1.0,,,,,1.0,15,1.0,69.0,1.0,1.0,3.0,,0_2
outspread,0.2725507915019989,,1.0,,,,,1.0,9,1.0,69.0,1.0,1.0,3.0,,0_2
outspreading,,,1.0,,,,,1.0,12,1.0,69.0,1.0,1.0,3.0,,0_2
outspreads,,,1.0,,,,,1.0,10,1.0,69.0,1.0,1.0,3.0,,0_2
outstanding,0.2933577299118042,,1.0,,,,,1.0,11,1.0,69.0,1.0,1.0,3.0,,0_2
outstandingly,0.2129938006401062,,1.0,,,,,1.0,13,1.0,69.0,1.0,1.0,3.0,,0_2
outstation,0.19369958341121674,,1.0,,,,,1.0,10,1.0,69.0,1.0,1.0,3.0,,0_2
outstation's,,,1.0,,,,,1.0,12,1.0,69.0,1.0,1.0,3.0,,0_2
outstations,,,1.0,,,,,1.0,11,1.0,69.0,1.0,1.0,3.0,,0_2
outstay,0.2741703391075134,,1.0,,,,,1.0,7,1.0,69.0,1.0,1.0,3.0,,0_2
outstayed,0.24049119651317596,,1.0,,,,,1.0,9,1.0,69.0,1.0,1.0,3.0,,0_2
outstaying,0.34676051139831543,,1.0,,,,,1.0,10,1.0,69.0,1.0,1.0,3.0,,0_2
outstays,,,1.0,,,,,1.0,8,1.0,69.0,1.0,1.0,3.0,,0_2
outstretch,0.39719733595848083,,1.0,,,,,1.0,10,1.0,69.0,1.0,1.0,3.0,,0_2
outstretched,0.2412269413471222,,1.0,,,,,1.0,12,1.0,69.0,1.0,1.0,3.0,,0_2
outstretches,,,1.0,,,,,1.0,12,1.0,69.0,1.0,1.0,3.0,,0_2
outstretching,,,1.0,,,,,1.0,13,1.0,69.0,1.0,1.0,3.0,,0_2
outstrip,0.23025570809841156,,1.0,,,,,1.0,8,1.0,69.0,1.0,1.0,3.0,,0_2
outstripped,0.23147052526474,,1.0,,,,,1.0,11,1.0,69.0,1.0,1.0,3.0,,0_2
outstripping,0.2118847519159317,,1.0,,,,,1.0,12,1.0,69.0,1.0,1.0,3.0,,0_2
outstrips,0.17854098975658417,,1.0,,,,,1.0,9,1.0,69.0,1.0,1.0,3.0,,0_2
outtake,0.3773877024650574,,1.0,,,,,1.0,7,1.0,69.0,1.0,1.0,3.0,,0_2
outtake's,,,1.0,,,,,1.0,9,1.0,69.0,1.0,1.0,3.0,,0_2
outtakes,0.3402039706707001,,1.0,,,,,1.0,8,1.0,69.0,1.0,1.0,3.0,,0_2
outvote,0.33230113983154297,,1.0,,,,,1.0,7,1.0,69.0,1.0,1.0,3.0,,0_2
outvoted,0.3029060959815979,,1.0,,,,,1.0,8,1.0,69.0,1.0,1.0,3.0,,0_2
outvotes,,,1.0,,,,,1.0,8,1.0,69.0,1.0,1.0,3.0,,0_2
outvoting,0.3543039560317993,,1.0,,,,,1.0,9,1.0,69.0,1.0,1.0,3.0,,0_2
outward,0.14932899177074432,,1.0,,,,,1.0,7,1.0,69.0,1.0,1.0,3.0,,0_2
outwardly,0.394500732421875,,1.0,,,,,1.0,9,1.0,69.0,1.0,1.0,3.0,,0_2
outwards,0.3016591966152191,,1.0,,,,,1.0,8,1.0,69.0,1.0,1.0,3.0,,0_2
outwear,0.31825441122055054,,1.0,,,,,1.0,7,1.0,69.0,1.0,1.0,3.0,,0_2
outwearing,,,1.0,,,,,1.0,10,1.0,69.0,1.0,1.0,3.0,,0_2
outwears,,,1.0,,,,,1.0,8,1.0,69.0,1.0,1.0,3.0,,0_2
outweigh,0.22446221113204956,,1.0,,,,,1.0,8,1.0,69.0,1.0,1.0,3.0,,0_2
outweighed,0.17221243679523468,,1.0,,,,,1.0,10,1.0,69.0,1.0,1.0,3.0,,0_2
outweighing,0.2520255148410797,,1.0,,,,,1.0,11,1.0,69.0,1.0,1.0,3.0,,0_2
outweighs,0.25288793444633484,,1.0,,,,,1.0,9,1.0,69.0,1.0,1.0,3.0,,0_2
outwit,0.22970665991306305,,1.0,,,,,1.0,6,1.0,69.0,1.0,1.0,3.0,,0_2
outwits,0.255826473236084,,1.0,,,,,1.0,7,1.0,69.0,1.0,1.0,3.0,,0_2
outwitted,0.23626478016376495,,1.0,,,,,1.0,9,1.0,69.0,1.0,1.0,3.0,,0_2
outwitting,0.3025445342063904,,1.0,,,,,1.0,10,1.0,69.0,1.0,1.0,3.0,,0_2
outwore,,,1.0,,,,,1.0,7,1.0,69.0,1.0,1.0,3.0,,0_2
outworn,0.13538482785224915,,1.0,,,,,1.0,7,1.0,69.0,1.0,1.0,3.0,,0_2
pout,0.1989946812391281,,,,,,8.0,1.0,4,1.0,69.0,1.0,1.0,3.0,,0_2
put,0.40352338552474976,,,,,,0.0,1.0,3,,69.0,1.0,1.0,3.0,,0_2
rout,0.22415784001350403,,,,,,4.0,1.0,4,1.0,69.0,1.0,1.0,3.0,,0_2
rut,0.37300243973731995,,,,,,12.0,1.0,3,,69.0,1.0,1.0,3.0,,0_2
tout,0.27361080050468445,,,,,,5.0,1.0,4,1.0,69.0,1.0,1.0,3.0,,0_2
tut,0.09992159903049469,,,,,,13.0,1.0,3,,69.0,1.0,1.0,3.0,,0_2
citch,0.7568634152412415,1.0,,,,,,,5,,1.0,1.0,1.0,2.0,,0_3
co,0.24053722620010376,,,,,,14.0,,2,,1.0,1.0,1.0,2.0,,0_3
hoe,0.7419332265853882,4.0,,,,,,1.0,3,,1.0,1.0,1.0,2.0,,0_3
lo,0.361794650554657,,,,,,13.0,1.0,2,,1.0,1.0,1.0,2.0,,0_3
nigga,0.7426593899726868,3.0,,,,,,1.0,5,,1.0,1.0,1.0,2.0,,0_3
no,0.39778658747673035,,,,,,11.0,1.0,2,,1.0,1.0,1.0,2.0,,0_3
o,0.422061949968338,,,,,,2.0,,1,,1.0,1.0,1.0,2.0,,0_3
shordy,0.7551469206809998,2.0,,,,,,,6,,1.0,1.0,1.0,2.0,,0_3
so,0.3445456922054291,,,,,,9.0,1.0,2,,1.0,1.0,1.0,2.0,,0_3
to,0.3362223207950592,,,,,,1.0,1.0,2,,1.0,1.0,1.0,2.0,,0_3
y,0.40670067071914673,,,,,,3.0,,1,,1.0,1.0,1.0,2.0,,0_3
ya,0.8311921954154968,0.0,,,,,10.0,,2,,1.0,1.0,1.0,2.0,,0_3
ye,0.34681379795074463,,,,,,8.0,1.0,2,,1.0,1.0,1.0,2.0,,0_3
yew,0.4121991693973541,,,,,,0.0,1.0,3,,1.0,1.0,1.0,2.0,,0_3
yo,1.0,,1.0,1.0,,1.0,,1.0,2,1.0,1.0,1.0,1.0,2.0,,0_3
yob,0.2866690158843994,,,,,,6.0,,3,1.0,1.0,1.0,1.0,2.0,,0_3
yoda,0.32676419615745544,,1.0,,,,,1.0,4,1.0,1.0,1.0,1.0,2.0,,0_3
yoda's,0.41451433300971985,,1.0,,,,,1.0,6,1.0,1.0,1.0,1.0,2.0,,0_3
yodel,0.40115678310394287,,1.0,,,,,1.0,5,1.0,1.0,1.0,1.0,2.0,,0_3
yodel's,,,1.0,,,,,1.0,7,1.0,1.0,1.0,1.0,2.0,,0_3
yodeled,0.4171341061592102,,1.0,,,,,1.0,7,1.0,1.0,1.0,1.0,2.0,,0_3
yodeler,0.3099198341369629,,1.0,,,,,1.0,7,1.0,1.0,1.0,1.0,2.0,,0_3
yodeler's,,,1.0,,,,,1.0,9,1.0,1.0,1.0,1.0,2.0,,0_3
yodelers,0.428501695394516,,1.0,,,,,1.0,8,1.0,1.0,1.0,1.0,2.0,,0_3
yodeling,0.35776832699775696,,1.0,,,,,1.0,8,1.0,1.0,1.0,1.0,2.0,,0_3
yodels,0.4178798496723175,,1.0,,,,,1.0,6,1.0,1.0,1.0,1.0,2.0,,0_3
yoga,0.18813128769397736,,1.0,,,,,1.0,4,1.0,1.0,1.0,1.0,2.0,,0_3
yoga's,-0.023221345618367195,,1.0,,,,,1.0,6,1.0,1.0,1.0,1.0,2.0,,0_3
yogi,0.2672896385192871,,1.0,,,,,1.0,4,1.0,1.0,1.0,1.0,2.0,,0_3
yogi's,0.3286101520061493,,1.0,,,,,1.0,6,1.0,1.0,1.0,1.0,2.0,,0_3
yogis,0.13940192759037018,,1.0,,,,,1.0,5,1.0,1.0,1.0,1.0,2.0,,0_3
yogurt,0.18068411946296692,,1.0,,,,,1.0,6,1.0,1.0,1.0,1.0,2.0,,0_3
yogurt's,0.2855238914489746,,1.0,,,,,1.0,8,1.0,1.0,1.0,1.0,2.0,,0_3
yogurts,0.0961422324180603,,1.0,,,,,1.0,7,1.0,1.0,1.0,1.0,2.0,,0_3
yoke,0.17466183006763458,,1.0,,,,,1.0,4,1.0,1.0,1.0,1.0,2.0,,0_3
yoke's,,,1.0,,,,,1.0,6,1.0,1.0,1.0,1.0,2.0,,0_3
yoked,0.3065665066242218,,1.0,,,,,1.0,5,1.0,1.0,1.0,1.0,2.0,,0_3
yokel,0.2911446690559387,,1.0,,,,,1.0,5,1.0,1.0,1.0,1.0,2.0,,0_3
yokel's,,,1.0,,,,,1.0,7,1.0,1.0,1.0,1.0,2.0,,0_3
yokels,0.22670896351337433,,1.0,,,,,1.0,6,1.0,1.0,1.0,1.0,2.0,,0_3
yokes,0.21241049468517303,,1.0,,,,,1.0,5,1.0,1.0,1.0,1.0,2.0,,0_3
yoking,0.30955439805984497,,1.0,,,,,1.0,6,1.0,1.0,1.0,1.0,2.0,,0_3
yoknapatawpha,,,1.0,,,,,1.0,13,1.0,1.0,1.0,1.0,2.0,,0_3
yoknapatawpha's,,,1.0,,,,,1.0,15,1.0,1.0,1.0,1.0,2.0,,0_3
yoko,0.2902769446372986,,1.0,,,,,1.0,4,1.0,1.0,1.0,1.0,2.0,,0_3
yoko's,,,1.0,,,,,1.0,6,1.0,1.0,1.0,1.0,2.0,,0_3
yokohama,0.20537632703781128,,1.0,,,,,1.0,8,1.0,1.0,1.0,1.0,2.0,,0_3
yokohama's,,,1.0,,,,,1.0,10,1.0,1.0,1.0,1.0,2.0,,0_3
yolanda,0.37440165877342224,,1.0,,,,,1.0,7,1.0,1.0,1.0,1.0,2.0,,0_3
yolanda's,,,1.0,,,,,1.0,9,1.0,1.0,1.0,1.0,2.0,,0_3
yolk,0.24640151858329773,,1.0,,,,,1.0,4,1.0,1.0,1.0,1.0,2.0,,0_3
yolk's,,,1.0,,,,,1.0,6,1.0,1.0,1.0,1.0,2.0,,0_3
yolks,0.16440284252166748,,1.0,,,,,1.0,5,1.0,1.0,1.0,1.0,2.0,,0_3
yon,0.43157660961151123,,1.0,,,,4.0,1.0,3,1.0,1.0,1.0,1.0,2.0,,0_3
yonder,0.24277223646640778,,1.0,,,,,1.0,6,1.0,1.0,1.0,1.0,2.0,,0_3
yong,0.3620164394378662,,1.0,,,,,1.0,4,1.0,1.0,1.0,1.0,2.0,,0_3
yong's,0.333443284034729,,1.0,,,,,1.0,6,1.0,1.0,1.0,1.0,2.0,,0_3
yonkers,0.32252928614616394,,1.0,,,,,1.0,7,1.0,1.0,1.0,1.0,2.0,,0_3
yonkers's,,,1.0,,,,,1.0,9,1.0,1.0,1.0,1.0,2.0,,0_3
yore,0.29438212513923645,,1.0,,,,,1.0,4,1.0,1.0,1.0,1.0,2.0,,0_3
yore's,,,1.0,,,,,1.0,6,1.0,1.0,1.0,1.0,2.0,,0_3
york,0.2742615342140198,,1.0,,,,,1.0,4,1.0,1.0,1.0,1.0,2.0,,0_3
york's,0.26422327756881714,,1.0,,,,,1.0,6,1.0,1.0,1.0,1.0,2.0,,0_3
yorkie,0.2121288925409317,,1.0,,,,,1.0,6,1.0,1.0,1.0,1.0,2.0,,0_3
yorkie's,0.4443483054637909,,1.0,,,,,1.0,8,1.0,1.0,1.0,1.0,2.0,,0_3
yorkshire,0.1427156627178192,,1.0,,,,,1.0,9,1.0,1.0,1.0,1.0,2.0,,0_3
yorkshire's,,,1.0,,,,,1.0,11,1.0,1.0,1.0,1.0,2.0,,0_3
yorktown,0.2870250940322876,,1.0,,,,,1.0,8,1.0,1.0,1.0,1.0,2.0,,0_3
yorktown's,,,1.0,,,,,1.0,10,1.0,1.0,1.0,1.0,2.0,,0_3
yoruba,0.3213924467563629,,1.0,,,,,1.0,6,1.0,1.0,1.0,1.0,2.0,,0_3
yoruba's,0.40221258997917175,,1.0,,,,,1.0,8,1.0,1.0,1.0,1.0,2.0,,0_3
yosemite,0.32778626680374146,,1.0,,,,,1.0,8,1.0,1.0,1.0,1.0,2.0,,0_3
yosemite's,,,1.0,,,,,1.0,10,1.0,1.0,1.0,1.0,2.0,,0_3
yossarian,,,1.0,,,,,1.0,9,1.0,1.0,1.0,1.0,2.0,,0_3
yossarian's,,,1.0,,,,,1.0,11,1.0,1.0,1.0,1.0,2.0,,0_3
you,0.4838852882385254,,1.0,,,9.0,5.0,1.0,3,1.0,1.0,1.0,1.0,2.0,,0_3
you'd,0.2633899748325348,,1.0,,,,,1.0,5,1.0,1.0,1.0,1.0,2.0,,0_3
you'll,0.28980788588523865,,1.0,,,,,1.0,6,1.0,1.0,1.0,1.0,2.0,,0_3
you're,0.31951576471328735,,1.0,,,,,1.0,6,1.0,1.0,1.0,1.0,2.0,,0_3
you's,0.3179684281349182,,1.0,,,,,1.0,5,1.0,1.0,1.0,1.0,2.0,,0_3
you've,0.26099130511283875,,1.0,,,,,1.0,6,1.0,1.0,1.0,1.0,2.0,,0_3
young,0.3480154871940613,,1.0,,,,,1.0,5,1.0,1.0,1.0,1.0,2.0,,0_3
young's,0.29881027340888977,,1.0,,,,,1.0,7,1.0,1.0,1.0,1.0,2.0,,0_3
younger,0.2538183331489563,,1.0,,,,,1.0,7,1.0,1.0,1.0,1.0,2.0,,0_3
youngest,0.17552930116653442,,1.0,,,,,1.0,8,1.0,1.0,1.0,1.0,2.0,,0_3
youngish,0.2621476650238037,,1.0,,,,,1.0,8,1.0,1.0,1.0,1.0,2.0,,0_3
youngster,0.17946194112300873,,1.0,,,,,1.0,9,1.0,1.0,1.0,1.0,2.0,,0_3
youngster's,0.2545472979545593,,1.0,,,,,1.0,11,1.0,1.0,1.0,1.0,2.0,,0_3
youngsters,0.1398272067308426,,1.0,,,,,1.0,10,1.0,1.0,1.0,1.0,2.0,,0_3
youngstown,0.4021175801753998,,1.0,,,,,1.0,10,1.0,1.0,1.0,1.0,2.0,,0_3
youngstown's,,,1.0,,,,,1.0,12,1.0,1.0,1.0,1.0,2.0,,0_3
your,0.6168662905693054,,1.0,,,5.0,,1.0,4,1.0,1.0,1.0,1.0,2.0,1.0,0_3
yours,0.4251995086669922,,1.0,,,,,1.0,5,1.0,1.0,1.0,1.0,2.0,,0_3
yourself,0.478070467710495,,1.0,,,,,1.0,8,1.0,1.0,1.0,1.0,2.0,,0_3
yourselves,0.3539838492870331,,1.0,,,,,1.0,10,1.0,1.0,1.0,1.0,2.0,,0_3
yous,0.3726527690887451,,1.0,,,,,1.0,4,1.0,1.0,1.0,1.0,2.0,,0_3
youth,0.22338663041591644,,1.0,,,,,1.0,5,1.0,1.0,1.0,1.0,2.0,,0_3
youth's,0.20194703340530396,,1.0,,,,,1.0,7,1.0,1.0,1.0,1.0,2.0,,0_3
youthful,0.22509099543094635,,1.0,,,,,1.0,8,1.0,1.0,1.0,1.0,2.0,,0_3
youthfully,0.20679742097854614,,1.0,,,,,1.0,10,1.0,1.0,1.0,1.0,2.0,,0_3
youthfulness,0.19695377349853516,,1.0,,,,,1.0,12,1.0,1.0,1.0,1.0,2.0,,0_3
youthfulness's,,,1.0,,,,,1.0,14,1.0,1.0,1.0,1.0,2.0,,0_3
youths,0.2595512568950653,,1.0,,,,,1.0,6,1.0,1.0,1.0,1.0,2.0,,0_3
youtube,0.29203951358795166,,1.0,,,,,1.0,7,1.0,1.0,1.0,1.0,2.0,,0_3
youtube's,0.2189880609512329,,1.0,,,,,1.0,9,1.0,1.0,1.0,1.0,2.0,,0_3
yow,0.5952299237251282,,,,,,7.0,,3,1.0,1.0,1.0,1.0,2.0,,0_3
yowl,0.053042132407426834,,1.0,,,,,1.0,4,1.0,1.0,1.0,1.0,2.0,,0_3
yowl's,,,1.0,,,,,1.0,6,1.0,1.0,1.0,1.0,2.0,,0_3
yowled,0.283298134803772,,1.0,,,,,1.0,6,1.0,1.0,1.0,1.0,2.0,,0_3
yowling,0.22584564983844757,,1.0,,,,,1.0,7,1.0,1.0,1.0,1.0,2.0,,0_3
yowls,0.20492486655712128,,1.0,,,,,1.0,5,1.0,1.0,1.0,1.0,2.0,,0_3
yr,0.4486764073371887,,,,,,12.0,,2,,1.0,1.0,1.0,2.0,,0_3
emotions,0.8442205190658569,0.0,,,,,,1.0,8,,1.0,1.0,1.0,8.0,,0_4
fee lings,,,,,,,6.0,,9,1.0,1.0,1.0,1.0,8.0,,0_4
fee-lings,,,,,,,7.0,,9,1.0,1.0,1.0,1.0,8.0,,0_4
feedings,0.2971448302268982,,,,,,4.0,1.0,8,,1.0,1.0,1.0,8.0,,0_4
feeling,0.610023558139801,,,,,,2.0,1.0,7,,1.0,1.0,1.0,8.0,,0_4
feeling s,,,,,,,8.0,,9,1.0,1.0,1.0,1.0,8.0,,0_4
feeling's,0.6213301420211792,,,,,,3.0,1.0,9,1.0,1.0,1.0,1.0,8.0,,0_4
feeling-s,,,,,,,9.0,,9,1.0,1.0,1.0,1.0,8.0,,0_4
feelings,1.0,,1.0,1.0,,1.0,1.0,1.0,8,1.0,1.0,1.0,1.0,8.0,1.0,0_4
filings,0.2664296627044678,,,,,,0.0,1.0,7,,1.0,1.0,1.0,8.0,,0_4
peelings,0.35742098093032837,,,,,,5.0,1.0,8,,1.0,1.0,1.0,8.0,,0_4
col,0.24306169152259827,,,,,,6.0,,3,,205.0,1.0,1.0,3.0,,0_5
fol,0.050218869000673294,,,,,,11.0,,3,,205.0,1.0,1.0,3.0,,0_5
ll,0.2352243959903717,,,,,,0.0,,2,,205.0,1.0,1.0,3.0,,0_5
lmao,0.9530062675476074,0.0,,,,,,1.0,4,,205.0,1.0,1.0,3.0,,0_5
lmaooo,0.8731938600540161,2.0,,,,,,,6,,205.0,1.0,1.0,3.0,,0_5
lmfao,0.8676141500473022,3.0,,,,,,1.0,5,,205.0,1.0,1.0,3.0,,0_5
lo,0.30654004216194153,,,,,,1.0,1.0,2,,205.0,1.0,1.0,3.0,,0_5
lob,0.4109993278980255,,,,,,10.0,1.0,3,,205.0,1.0,1.0,3.0,,0_5
log,0.311850368976593,,,,,,7.0,1.0,3,,205.0,1.0,1.0,3.0,,0_5
lol,0.9999999403953552,,1.0,1.0,,205.0,,1.0,3,1.0,205.0,1.0,1.0,3.0,1.0,0_5
lola,0.36156028509140015,,1.0,,,,,1.0,4,1.0,205.0,1.0,1.0,3.0,,0_5
lola's,0.30022361874580383,,1.0,,,,,1.0,6,1.0,205.0,1.0,1.0,3.0,,0_5
lolcat,0.284064382314682,,1.0,,,,,1.0,6,1.0,205.0,1.0,1.0,3.0,,0_5
lolcat's,,,1.0,,,,,1.0,8,1.0,205.0,1.0,1.0,3.0,,0_5
lolcats,0.26476672291755676,,1.0,,,,,1.0,7,1.0,205.0,1.0,1.0,3.0,,0_5
lolita,0.3147364854812622,,1.0,,,,,1.0,6,1.0,205.0,1.0,1.0,3.0,,0_5
lolita's,0.44868895411491394,,1.0,,,,,1.0,8,1.0,205.0,1.0,1.0,3.0,,0_5
loll,0.6186754107475281,,1.0,,,,2.0,1.0,4,1.0,205.0,1.0,1.0,3.0,,0_5
lollard,,,1.0,,,,,1.0,7,1.0,205.0,1.0,1.0,3.0,,0_5
lollard's,,,1.0,,,,,1.0,9,1.0,205.0,1.0,1.0,3.0,,0_5
lolled,0.255209743976593,,1.0,,,,,1.0,6,1.0,205.0,1.0,1.0,3.0,,0_5
lolling,0.29780590534210205,,1.0,,,,,1.0,7,1.0,205.0,1.0,1.0,3.0,,0_5
lollipop,0.3132633566856384,,1.0,,,,,1.0,8,1.0,205.0,1.0,1.0,3.0,,0_5
lollipop's,0.4409201443195343,,1.0,,,,,1.0,10,1.0,205.0,1.0,1.0,3.0,,0_5
lollipops,0.22269287705421448,,1.0,,,,,1.0,9,1.0,205.0,1.0,1.0,3.0,,0_5
lollobrigida,,,1.0,,,,,1.0,12,1.0,205.0,1.0,1.0,3.0,,0_5
lollobrigida's,,,1.0,,,,,1.0,14,1.0,205.0,1.0,1.0,3.0,,0_5
lolls,0.4861372411251068,,1.0,,,,,1.0,5,1.0,205.0,1.0,1.0,3.0,,0_5
lollygag,0.401673823595047,,1.0,,,,,1.0,8,1.0,205.0,1.0,1.0,3.0,,0_5
lollygagged,,,1.0,,,,,1.0,11,1.0,205.0,1.0,1.0,3.0,,0_5
lollygagging,0.4248496890068054,,1.0,,,,,1.0,12,1.0,205.0,1.0,1.0,3.0,,0_5
lollygags,,,1.0,,,,,1.0,9,1.0,205.0,1.0,1.0,3.0,,0_5
lollypop,0.2036801129579544,,1.0,,,,,1.0,8,1.0,205.0,1.0,1.0,3.0,,0_5
lollypop's,,,1.0,,,,,1.0,10,1.0,205.0,1.0,1.0,3.0,,0_5
lollypops,0.20192411541938782,,1.0,,,,,1.0,9,1.0,205.0,1.0,1.0,3.0,,0_5
lolrofl,,,1.0,,,,,1.0,7,1.0,205.0,1.0,1.0,3.0,,0_5
lolrotfl,,,1.0,,,,,1.0,8,1.0,205.0,1.0,1.0,3.0,,0_5
lolsies,0.64097660779953,,1.0,,,,,1.0,7,1.0,205.0,1.0,1.0,3.0,,0_5
lolwut,0.2669331133365631,,1.0,,,,,1.0,6,1.0,205.0,1.0,1.0,3.0,,0_5
lolz,0.6566299200057983,,1.0,,,,,1.0,4,1.0,205.0,1.0,1.0,3.0,,0_5
lolzies,0.6435604095458984,,1.0,,,,,1.0,7,1.0,205.0,1.0,1.0,3.0,,0_5
loo,0.25839927792549133,,,,,,5.0,,3,,205.0,1.0,1.0,3.0,,0_5
lop,0.278666615486145,,,,,,8.0,1.0,3,,205.0,1.0,1.0,3.0,,0_5
lot,0.415865421295166,,,,,,4.0,1.0,3,,205.0,1.0,1.0,3.0,,0_5
low,0.37679025530815125,,,,,,13.0,1.0,3,,205.0,1.0,1.0,3.0,,0_5
lulu,0.4014147222042084,,,,,,14.0,1.0,4,,205.0,1.0,1.0,3.0,,0_5
pol,0.23061881959438324,,,,,,9.0,1.0,3,,205.0,1.0,1.0,3.0,,0_5
smh,0.896277129650116,1.0,,,,,,,3,,205.0,1.0,1.0,3.0,,0_5
sol,0.28597766160964966,,,,,,3.0,1.0,3,,205.0,1.0,1.0,3.0,,0_5
vol,0.23572351038455963,,,,,,12.0,,3,,205.0,1.0,1.0,3.0,,0_5
abhigya,0.786819577217102,8.0,,,,,,,7,,,,1.0,5.0,,0_6
avneil,0.8046450018882751,3.0,,,,,,,6,,,,1.0,5.0,,0_6
hina,0.7855023145675659,9.0,,,,,,,4,,,,1.0,5.0,,0_6
ishra,0.8174523115158081,0.0,,,,,,,5,,,,1.0,5.0,,0_6
kaira,0.8101979494094849,1.0,,,,,,,5,,,,1.0,5.0,,0_6
ma nan,,,,,1.0,,,,6,1.0,,,1.0,5.0,,0_6
man,0.26548293232917786,,,,,,2.0,1.0,3,,,,1.0,5.0,,0_6
man an,,,,,1.0,,3.0,,6,1.0,,,1.0,5.0,,0_6
man-an,,,,,,,4.0,,6,1.0,,,1.0,5.0,,0_6
manan,1.0,,,1.0,,,,,5,1.0,,,1.0,5.0,1.0,0_6
manana,0.3187302350997925,,,,,,1.0,,6,1.0,,,1.0,5.0,,0_6
manna,0.5204427242279053,,,,,,0.0,1.0,5,,,,1.0,5.0,,0_6
meaning,0.35308676958084106,,,,,,5.0,1.0,7,,,,1.0,5.0,,0_6
munna,0.7912690043449402,5.0,,,,,,,5,,,,1.0,5.0,,0_6
mvid,0.7878206968307495,7.0,,,,,,,4,,,,1.0,5.0,,0_6
rikara,0.8011442422866821,4.0,,,,,,,6,,,,1.0,5.0,,0_6
soumya,0.8049949407577515,2.0,,,,,,,6,,,,1.0,5.0,,0_6
zabeer,0.7885411977767944,6.0,,,,,,,6,,,,1.0,5.0,,0_6
ajh,0.9155991077423096,1.0,,,,,,,3,,,,1.0,4.0,,0_7
dandy,0.29570335149765015,,,,,,12.0,1.0,5,,,,1.0,4.0,,0_7
daunt,0.29695945978164673,,,,,,11.0,1.0,5,,,,1.0,4.0,,0_7
dongss,0.9152799248695374,2.0,,,,,,,6,,,,1.0,4.0,,0_7
dud,0.32415148615837097,,,,,,2.0,1.0,3,,,,1.0,4.0,,0_7
dun,0.39885395765304565,,,,,,3.0,1.0,3,,,,1.0,4.0,,0_7
dun d,,,,,,,7.0,,5,1.0,,,1.0,4.0,,0_7
dun-d,,,,,,,8.0,,5,1.0,,,1.0,4.0,,0_7
dund,1.0,,,1.0,,,,,4,1.0,,,1.0,4.0,1.0,0_7
dune,0.1255185306072235,,,,,,4.0,1.0,4,,,,1.0,4.0,,0_7
dung,0.4115675687789917,,,,,,5.0,1.0,4,,,,1.0,4.0,,0_7
dunk,0.19358403980731964,,,,,,6.0,1.0,4,,,,1.0,4.0,,0_7
duns,0.6188098788261414,,,,,,1.0,1.0,4,,,,1.0,4.0,,0_7
engga,0.9119507074356079,4.0,,,,,,,5,,,,1.0,4.0,,0_7
fund,0.1531011462211609,,,,,,0.0,1.0,4,,,,1.0,4.0,,0_7
gtu,0.9116641283035278,5.0,,,,,,,3,,,,1.0,4.0,,0_7
gueh,0.9109541177749634,6.0,,,,,,,4,,,,1.0,4.0,,0_7
hayoo,0.9087201952934265,9.0,,,,,,,5,,,,1.0,4.0,,0_7
jga,0.9123165607452393,3.0,,,,,,,3,,,,1.0,4.0,,0_7
